OBJECTID_1,OBJECTID,ample_ID,ample_ID.1,Easting_ITM,Northing_ITM,Cu_mgkg_ICPar,Fe___ICPar,S___ICPar,Zn_mgkg_ICPar,Ag_mgkg_ICPar,As_mgkg_ICPar,Hg_mgkg_ICPar,Pb_mgkg_ICPar,Te_mgkg_ICPar,Au_mgkg_ICPar,Cs_mgkg_ICPar,Pd_mgkg_ICPar
2186,2186,582502,582482,668733.23,795751.23,47.9,4.61,0.04,91.2,0.064,13.55,0.087,17.65,0.19,0.0009,0.599,0.008
2187,2187,582503,582483,653008.53,785436.55,21.8,2.65,0.05,65.7,0.063,4.92,0.104,35.0,0.09,0.0004,0.861,0.011
2188,2188,582504,582484,664533.05,785325.51,42.5,2.37,0.04,50.4,0.055,6.99,0.079,16.1,0.1,0.0004,0.821,0.003
2189,2189,582505,582486,673112.38,805270.15,40.3,3.48,0.05,80.4,0.117,12.75,0.128,37.2,0.1,0.0011,0.712,0.002
2190,2190,582506,582487,667089.52,787591.0,36.4,1.735,0.05,33.1,0.06,7.38,0.106,14.3,0.08,0.0005,0.895,0.002
2191,2191,582507,582488,662247.52,782807.06,18.85,3.06,0.03,58.1,0.044,9.49,0.061,16.65,0.08,0.0027,0.826,0.007
2192,2192,582508,582489,646909.82,782771.16,29.3,3.32,0.04,93.1,0.066,8.73,0.08,22.2,0.2,0.0013,0.567,0.021
2193,2193,582510,582490,672816.34,793134.77,15.75,3.3,0.05,71.3,0.051,15.35,0.049,16.4,0.05,0.002,0.669,0.004
2194,2194,582511,582491,648608.46,783185.06,1.46,0.058,0.2,24.7,0.014,1.15,0.047,53.0,0.03,0.0016,0.01,0.001
2195,2195,582512,582492,661448.68,781131.43,31.3,2.95,0.03,76.6,0.039,9.73,0.079,19.95,0.04,0.0006,0.828,0.005
2196,2196,582513,582494,666852.67,800479.22,19.4,3.41,0.03,61.6,0.08,11.6,0.092,26.8,0.01,0.0006,0.664,0.008
2197,2197,582514,582495,671064.74,797070.93,37.5,2.48,0.04,64.5,0.068,8.56,0.122,27.0,0.06,0.0022,0.92,0.002
