OBJECTID_1,OBJECTID,ample_ID,ample_ID.1,Easting_ITM,Northing_ITM,Cu_mgkg_ICPar,Fe___ICPar,S___ICPar,Zn_mgkg_ICPar,Ag_mgkg_ICPar,As_mgkg_ICPar,Hg_mgkg_ICPar,Pb_mgkg_ICPar,Te_mgkg_ICPar,Au_mgkg_ICPar,Cs_mgkg_ICPar,Pd_mgkg_ICPar
3878,3878,610514,610444,461049.63,759172.37,8.66,1.61,0.03,25.9,0.078,3.76,0.029,11.85,0.01,0.0005,0.789,0.0005
3879,3879,610515,610445,473593.96,733060.9,0.53,0.075,0.31,6.0,0.006,1.11,0.01,46.6,0.01,0.0001,0.086,0.003
3880,3880,610516,610446,461492.52,744325.58,34.6,2.21,0.24,14.0,0.429,6.01,0.175,9.26,0.36,0.0092,0.702,0.0005
3881,3881,610517,610447,477179.24,755641.01,2.38,0.224,0.19,12.5,0.061,1.3,0.113,11.1,0.01,0.0001,0.227,0.0005
3882,3882,610518,610448,480325.57,753582.43,2.37,0.159,0.17,15.9,0.067,1.23,0.213,19.1,0.06,0.0001,0.063,0.001
3883,3883,610519,610450,461389.55,748445.69,10.25,1.015,0.21,19.7,0.038,4.8,0.06,7.34,0.09,0.0009,0.482,0.001
3884,3884,610520,610451,479201.77,730689.36,2.29,0.285,0.44,2.7,0.022,0.65,0.043,5.48,0.05,0.0001,0.319,0.0005
3885,3885,610522,610452,464359.92,746562.07,2.4,0.1,0.87,19.8,0.007,1.21,0.047,5.02,0.18,0.0009,0.03,0.003
3886,3886,610523,610453,458897.07,757550.74,1.85,0.047,0.59,5.1,0.009,0.28,0.07,6.04,0.18,0.0013,0.024,0.004
3887,3887,610524,610455,481012.4,740953.14,22.9,2.07,0.13,18.3,0.048,13.4,0.115,13.2,0.09,0.0001,1.08,0.001
3888,3888,610525,610456,456290.61,743358.83,15.45,2.75,0.14,36.1,0.051,6.25,0.102,10.55,0.11,0.0017,6.42,0.0005
3889,3889,610526,610457,484709.62,743718.52,2.06,0.074,0.38,15.9,0.015,0.29,0.042,6.51,0.16,0.0013,0.029,0.0005
3890,3890,610527,610458,457287.41,759273.38,2.06,0.745,0.41,19.5,0.007,1.09,0.006,3.17,0.01,0.0005,0.326,0.008
3891,3891,610528,610460,455314.82,756908.91,4.56,3.94,0.04,16.3,0.02,7.14,0.035,16.45,0.07,0.0001,0.601,0.001
3892,3892,610529,610461,478561.92,737633.88,79.9,2.78,0.46,17.4,0.056,24.6,0.145,16.35,0.11,0.0001,0.349,0.002
3893,3893,610530,610462,465157.76,754979.25,1.82,0.08,0.25,6.1,0.028,0.59,0.059,4.59,0.31,0.0003,0.022,0.004
3894,3894,610531,610463,478300.99,752639.65,1.98,0.827,0.1,13.2,0.024,1.41,0.086,12.05,0.03,0.0001,1.6,0.001
3895,3895,610532,610464,458395.17,743056.88,0.46,0.11,0.32,2.9,0.002,0.83,0.002,1.125,0.005,0.0003,0.09,0.007
3896,3896,610533,610465,485211.51,741045.09,3.33,0.099,0.6,21.0,0.017,1.52,0.083,15.15,0.34,0.0003,0.025,0.001
3897,3897,610535,610466,479567.73,755483.03,4.91,3.46,0.35,16.9,0.056,196.0,0.21,31.8,0.02,0.001,0.113,0.0005
3898,3898,610537,610467,465020.79,756493.92,1.79,0.073,0.4,5.5,0.013,1.47,0.048,4.74,0.17,0.0011,0.008,0.0005
3899,3899,610538,610468,475330.6,734868.5,3.68,0.484,0.67,9.0,0.028,0.86,0.117,8.51,0.38,0.0007,0.074,0.005
3900,3900,610539,610469,469675.82,760579.0,3.22,2.42,0.5,16.2,0.022,2.27,0.108,6.07,0.24,0.0001,0.085,0.001
3901,3901,610540,610470,462709.27,749047.55,3.96,0.973,0.67,10.8,0.013,1.78,0.074,6.27,0.28,0.0009,0.013,0.0005
3902,3902,610541,610471,466559.48,760841.97,3.78,1.015,0.03,7.0,0.053,1.9,0.024,4.54,0.01,0.0026,0.55,0.0005
3903,3903,610542,610472,458557.14,755389.21,19.4,2.16,0.08,39.6,0.039,4.17,0.045,15.45,0.03,0.0008,0.985,0.001
3904,3904,610543,610474,480879.43,742709.77,3.74,1.235,0.19,12.8,0.035,1.62,0.047,7.22,0.02,0.0001,0.757,0.001
3905,3905,610545,610475,480989.43,755328.05,2.85,1.01,0.04,8.9,0.09,9.38,0.039,10.3,0.005,0.0004,0.719,0.001
3906,3906,610546,610476,460495.73,746505.12,0.89,0.245,0.21,4.7,0.005,0.84,0.002,1.965,0.01,0.0002,0.203,0.0005
3907,3907,610547,610477,476936.31,764651.07,25.0,2.15,0.11,27.5,0.067,12.4,0.101,20.9,0.05,0.0009,0.592,0.0005
3908,3908,610548,610479,465178.75,748356.68,4.82,0.289,0.37,18.1,0.021,1.47,0.099,6.47,0.44,0.0004,0.086,0.001
3909,3909,610550,610480,483314.92,743624.55,5.18,1.685,0.1,15.7,0.024,2.19,0.052,9.16,0.1,0.0001,0.554,0.0005
3910,3910,610551,610481,475498.61,764287.16,1.91,0.903,0.08,17.1,0.006,2.43,0.004,1.87,0.005,0.0001,0.252,0.001
3911,3911,610552,610482,477260.21,752568.67,10.8,1.56,0.09,31.5,0.047,3.94,0.021,12.6,0.02,0.0001,1.26,0.001
3912,3912,610553,610483,461631.49,742455.98,4.24,0.684,0.2,10.1,0.064,6.03,0.01,4.32,0.08,0.0008,0.306,0.002
3913,3913,610554,610484,462783.26,756927.85,2.11,0.231,0.64,5.1,0.006,0.66,0.068,7.1,0.24,0.0002,0.021,0.0005
3914,3914,610555,610486,467327.32,763051.49,69.4,5.19,0.65,20.0,0.091,108.0,0.131,16.1,0.09,0.0001,0.343,0.002
3915,3915,610556,610487,469148.94,763484.38,1.95,1.095,0.09,16.8,0.01,2.57,0.002,1.975,0.005,0.0001,0.228,0.002
3916,3916,610557,610488,462942.23,759150.36,11.5,0.577,0.25,16.8,0.102,5.17,0.087,12.95,0.05,0.0001,0.949,0.001
3917,3917,610558,610489,465016.8,763398.43,49.8,1.33,0.74,20.7,0.116,26.3,0.061,7.77,0.13,0.0001,0.185,0.009
3918,3918,610559,610490,479194.79,741197.1,1.58,3.61,0.09,7.2,0.039,2.42,0.06,16.0,0.05,0.0001,1.345,0.002
3919,3919,610560,610491,463268.16,754770.31,4.18,0.444,0.35,8.4,0.021,1.42,0.066,7.71,0.22,0.0001,0.029,0.0005
3920,3920,610561,610492,482568.07,738886.57,5.7,2.33,0.47,12.9,0.036,4.27,0.13,26.0,0.31,0.0007,0.102,0.001
3921,3921,610562,610493,463318.14,746902.01,12.8,0.268,0.19,7.5,0.025,11.5,0.042,3.5,0.03,0.0001,0.156,0.0005
3922,3922,610563,610494,458629.12,745385.37,0.78,0.154,0.27,3.3,0.004,0.89,0.002,1.195,0.005,0.0001,0.14,0.004
3923,3923,610564,610495,454992.89,758354.6,1.62,0.337,0.23,6.4,0.036,4.85,0.055,7.22,0.64,0.0005,0.543,0.001
3924,3924,610565,610496,473528.98,731671.2,28.1,0.124,0.08,3.3,0.063,1.62,0.021,8.07,0.005,0.0001,1.265,0.002
3925,3925,610567,610497,474977.67,733027.89,9.26,0.57,0.17,20.8,0.036,0.49,0.017,9.6,0.01,0.0006,1.49,0.001
3926,3926,610568,610498,460632.71,757422.76,1.64,0.064,0.3,7.3,0.033,0.84,0.079,5.19,0.26,0.0006,0.01,0.001
3927,3927,610569,610499,466537.46,747385.87,1.73,0.199,0.37,16.3,0.017,0.96,0.061,6.43,0.31,0.0011,0.021,0.0005
3928,3928,610570,610500,472646.2,760513.0,3.56,0.385,0.42,21.4,0.033,0.75,0.061,12.3,0.31,0.0015,0.031,0.0005
3929,3929,610571,610501,470083.71,737270.02,2.56,0.193,0.32,2.7,0.041,1.29,0.083,4.67,0.44,0.0001,0.471,0.0005
3930,3930,610572,610502,471154.5,755051.18,7.82,1.27,0.14,15.2,0.082,2.37,0.051,19.6,0.09,0.0006,1.96,0.005
3931,3931,610573,610503,459315.99,760331.14,1.17,0.045,0.23,6.4,0.017,0.36,0.07,2.62,0.18,0.0001,0.058,0.002
3932,3932,610574,610504,479174.78,732480.98,2.93,0.245,0.35,14.3,0.044,0.37,0.04,7.49,0.005,0.0014,0.923,0.0005
3933,3933,610575,610505,467726.22,751445.99,1.6,3.17,0.19,13.1,0.056,1.01,0.066,5.32,0.03,0.0013,0.108,0.001
3934,3934,610576,610506,474591.75,730776.38,51.7,0.155,0.14,7.5,0.109,2.64,0.041,28.7,0.04,0.0012,2.11,0.0005
3935,3935,610577,610507,475332.59,729804.58,0.7,0.085,0.25,3.7,0.016,1.01,0.009,2.59,0.01,0.0005,0.219,0.003
3936,3936,610579,610508,457260.41,745531.35,35.7,1.93,0.23,25.2,0.089,14.15,0.042,7.86,0.12,0.0005,2.01,0.0005
3937,3937,610580,610509,466654.45,752716.72,1.73,0.083,0.36,14.6,0.012,0.73,0.048,6.04,0.14,0.0006,0.026,0.0005
3938,3938,610581,610510,459246.0,758718.49,13.7,2.02,0.07,26.3,0.114,4.26,0.079,12.6,0.07,0.0009,1.385,0.002
3939,3939,610582,610511,470459.66,758673.41,2.25,0.29,0.48,7.1,0.021,1.97,0.089,9.17,0.26,0.0006,0.041,0.0005
3940,3940,610583,610513,469579.83,755435.11,2.56,0.514,0.35,6.7,0.038,2.42,0.101,15.95,0.19,0.0002,0.095,0.0005
3941,3941,610584,610514,482391.11,741170.09,2.28,0.648,0.3,8.3,0.043,0.79,0.085,6.57,0.64,0.0005,0.121,0.0005
3942,3942,610585,610515,457042.46,757570.75,1.44,0.068,0.55,4.1,0.012,0.34,0.061,4.94,0.16,0.0001,0.094,0.0005
3943,3943,610586,610516,467469.28,755670.08,1.78,0.186,0.48,3.7,0.011,0.77,0.052,5.52,0.27,0.0004,0.011,0.0005
3944,3944,610587,610517,483458.89,744465.37,3.6,0.398,0.32,18.4,0.015,0.33,0.083,7.79,0.23,0.0001,0.021,0.0005
3945,3945,610588,610518,472378.25,759353.25,5.13,4.02,0.1,14.8,0.045,5.55,0.074,9.53,0.27,0.0014,0.835,0.0005
3946,3946,610589,610519,471515.43,757000.76,7.0,0.287,0.5,11.1,0.089,1.66,0.111,12.6,0.2,0.0005,0.074,0.003
3947,3947,610590,610520,458736.1,746465.14,33.5,2.44,0.16,31.8,0.196,19.35,0.051,11.45,0.26,0.0012,5.17,0.0005
3948,3948,610591,610522,474709.77,763243.39,2.64,0.946,0.16,8.8,0.041,2.27,0.095,11.85,0.13,0.0001,0.477,0.0005
3949,3949,610592,610523,476810.28,728735.8,7.21,0.457,0.11,11.6,0.118,6.56,0.066,16.1,0.07,0.0001,1.725,0.0005
3950,3950,610594,610524,467028.36,748594.61,1.82,0.116,0.37,14.8,0.019,0.95,0.06,8.6,0.22,0.0003,0.01,0.002
3951,3951,610596,610525,465544.69,758974.38,4.36,2.41,0.1,32.7,0.048,4.54,0.069,14.5,0.01,0.0001,1.07,0.001
3952,3952,610597,610526,461070.62,754768.33,4.34,0.926,0.22,8.9,0.036,1.95,0.089,12.9,0.05,0.0001,0.74,0.001
3953,3953,610598,610527,474978.69,752326.74,1.36,4.56,0.06,29.4,0.015,11.6,0.048,12.35,0.005,0.0002,1.79,0.0005
3954,3954,610599,610528,471162.51,760930.92,11.6,1.61,0.11,29.8,0.062,2.8,0.054,12.3,0.02,0.0004,0.955,0.002
3955,3955,610600,610529,477438.15,730656.38,1.54,0.138,0.81,6.6,0.017,3.23,0.075,5.66,0.09,0.0006,0.063,0.001
3956,3956,610601,610530,484899.59,749027.38,1.77,0.774,0.09,8.6,0.068,1.36,0.069,15.25,0.04,0.0001,0.936,0.0005
3957,3957,610602,610531,475269.63,750373.16,2.43,0.348,0.26,9.7,0.027,2.07,0.103,11.55,0.03,0.0003,0.094,0.001
3958,3958,610604,610532,476859.29,744530.41,14.55,0.094,0.13,4.1,0.089,0.27,0.043,4.43,0.06,0.0004,0.777,0.0005
3959,3959,610605,610533,471683.38,746348.06,2.2,0.926,0.29,12.5,0.021,0.61,0.109,5.72,0.13,0.0001,0.056,0.0005
3960,3960,610606,610535,488536.82,748710.42,2.19,0.096,0.5,10.6,0.012,2.17,0.071,12.8,0.05,0.0001,0.051,0.0005
3961,3961,610607,610537,473614.96,738488.73,1.43,0.37,0.16,8.8,0.007,0.54,0.027,6.87,0.04,0.0001,0.884,0.001
3962,3962,610608,610538,469309.88,750507.18,2.62,0.128,0.39,4.5,0.024,1.06,0.087,5.61,0.06,0.0001,0.041,0.0005
3963,3963,610609,610539,473561.98,741615.06,2.72,0.226,0.56,9.9,0.01,0.93,0.053,14.7,0.08,0.0002,0.013,0.0005
3964,3964,610610,610540,486902.18,752956.52,12.8,3.96,0.09,68.6,0.154,3.96,0.067,17.9,0.08,0.0002,1.48,0.002
3965,3965,610611,610541,479509.73,748463.54,2.83,2.16,0.07,22.1,0.021,1.36,0.056,10.2,0.03,0.0001,0.809,0.001
3966,3966,610612,610542,481338.34,747256.78,2.27,0.247,0.29,16.1,0.027,0.56,0.092,6.12,0.08,0.0001,0.182,0.0005
3967,3967,610613,610543,464646.86,745350.33,1.58,0.116,0.52,2.4,0.009,0.7,0.067,4.17,0.16,0.0001,0.023,0.001
3968,3968,610614,610545,469082.92,739379.58,13.9,2.56,0.12,21.4,0.104,6.39,0.048,13.5,0.46,0.0003,1.085,0.0005
3969,3969,610615,610546,468864.97,737685.94,1.46,0.219,0.24,5.5,0.022,3.56,0.01,2.2,0.07,0.0001,0.194,0.0005
3970,3970,610616,610547,489522.61,747024.77,1.6,0.499,0.08,10.7,0.021,1.04,0.029,7.08,0.02,0.0001,0.488,0.001
3971,3971,610617,610548,471383.45,750584.15,1.87,0.299,0.24,26.5,0.021,0.84,0.086,6.11,0.04,0.0001,0.016,0.0005
3972,3972,610618,610550,470827.55,739436.55,17.65,1.785,0.16,20.3,0.078,2.67,0.087,8.71,0.18,0.0001,0.846,0.0005
3973,3973,610619,610551,469648.81,743022.79,4.63,0.535,0.39,13.3,0.019,0.76,0.125,5.88,0.07,0.0001,0.139,0.001
3974,3974,610620,610552,465184.74,739390.61,63.3,1.515,0.24,22.0,0.081,23.2,0.112,12.05,2.93,0.0001,0.983,0.0005
3975,3975,610621,610553,488500.83,751102.91,1.57,0.549,0.12,10.4,0.079,3.24,0.084,11.65,0.27,0.0001,0.638,0.0005
3976,3976,610622,610554,462404.33,743204.81,23.8,2.0,0.14,29.5,0.325,32.5,0.09,10.9,3.69,0.0025,0.783,0.0005
3977,3977,610623,610555,484888.62,759627.1,12.8,3.49,0.04,34.4,0.041,12.7,0.077,13.6,0.45,0.0001,0.868,0.0005
3978,3978,610625,610556,478827.87,743533.6,2.58,0.085,0.37,8.2,0.008,1.16,0.056,5.6,0.18,0.0001,0.027,0.0005
3979,3979,610626,610557,475559.61,768644.22,2.47,1.015,0.11,19.7,0.008,4.25,0.02,3.29,0.06,0.0001,0.193,0.0005
3980,3980,610627,610558,482617.11,763019.38,1.57,0.533,0.03,5.6,0.006,0.34,0.024,6.57,0.05,0.0001,0.484,0.0005
3981,3981,610628,610559,478279.03,767123.53,7.85,1.135,0.25,17.8,0.032,2.3,0.135,17.55,0.18,0.0001,0.336,0.0005
3982,3982,610629,610560,478814.91,765362.91,2.26,0.965,0.05,5.8,0.036,0.36,0.05,7.82,0.09,0.0021,0.268,0.003
3983,3983,610630,610561,459114.02,741166.28,25.2,1.26,0.36,14.3,0.222,15.55,0.142,8.88,0.53,0.0024,1.61,0.0005
3984,3984,610631,610562,474951.71,757654.59,3.43,0.581,0.6,26.4,0.022,8.57,0.108,22.7,0.11,0.001,0.083,0.0005
3985,3985,610632,610563,481098.41,757647.55,2.67,0.21,0.38,14.5,0.023,1.02,0.076,10.95,0.07,0.0003,0.051,0.002
3986,3986,610634,610564,475164.64,739744.45,96.3,7.4,0.35,14.6,0.113,20.2,0.163,30.5,0.46,0.0015,0.743,0.0005
3987,3987,610635,610565,487598.01,745760.06,2.15,0.063,0.61,31.6,0.016,1.76,0.089,10.25,0.09,0.0004,0.014,0.002
3988,3988,610636,610567,465180.75,742761.88,1.23,3.76,0.06,45.6,0.011,0.36,0.025,3.27,0.01,0.0005,2.43,0.002
3989,3989,610637,610568,475512.57,741451.08,1.4,0.105,0.28,10.6,0.015,1.1,0.055,7.05,0.07,0.0002,0.0025,0.0005
3990,3990,610638,610569,476129.43,739368.52,1.58,0.123,0.23,7.2,0.035,2.14,0.067,8.08,0.08,0.0006,0.431,0.001
3991,3991,610639,610570,467396.28,739426.58,3.55,0.196,0.28,6.0,0.076,1.41,0.081,15.1,0.08,0.0005,0.425,0.002
3992,3992,610640,610571,487471.06,754962.08,6.51,0.814,0.08,11.7,0.096,5.22,0.077,17.4,0.02,0.0003,1.045,0.002
3993,3993,610641,610572,464612.87,740893.29,11.4,1.725,0.14,24.5,0.099,20.3,0.057,10.35,0.61,0.0006,1.205,0.0005
3994,3994,610642,610573,476299.41,750877.04,3.5,2.46,0.11,21.3,0.054,2.72,0.057,11.15,0.11,0.001,1.165,0.0005
3995,3995,610644,610574,474589.78,755296.11,2.29,0.385,0.16,26.8,0.083,1.37,0.134,28.0,0.005,0.0001,1.31,0.0005
3996,3996,610645,610575,462901.23,744513.52,4.99,0.639,0.41,14.1,0.017,1.85,0.058,7.07,0.13,0.0002,0.211,0.0005
3997,3997,610646,610576,481541.34,765251.91,2.31,0.127,0.03,2.3,0.014,0.24,0.02,4.2,0.02,0.0003,0.153,0.001
3998,3998,610647,610577,466572.45,744423.51,2.44,0.356,0.31,6.0,0.041,0.57,0.086,7.74,0.03,0.0002,0.077,0.0005
3999,3999,610648,610579,475674.54,748839.49,1.44,4.8,0.07,7.1,0.035,160.0,0.074,10.6,0.01,0.0004,0.711,0.002
4000,4000,610649,610580,472886.13,748921.49,3.62,2.3,0.18,20.6,0.062,13.7,0.083,12.2,0.04,0.0001,0.541,0.0005
4001,4001,610650,610581,482501.14,766325.67,2.2,0.886,0.03,4.5,0.029,0.75,0.035,6.22,0.005,0.0003,0.456,0.001
4002,4002,610651,610582,468268.1,745672.23,2.19,0.436,0.26,4.3,0.027,0.85,0.069,6.77,0.02,0.0005,0.049,0.0005
4003,4003,610652,610583,475590.56,746521.99,6.28,1.23,0.24,10.0,0.076,4.65,0.092,10.4,0.12,0.0004,0.263,0.0005
4004,4004,610653,610584,486688.23,758356.36,18.6,3.5,0.05,59.1,0.045,7.37,0.093,17.0,0.04,0.0007,1.68,0.0005
4005,4005,610654,610585,473357.04,753674.46,2.57,0.058,0.45,22.1,0.022,1.19,0.081,15.25,0.05,0.0005,0.02,0.001
4006,4006,610655,610586,478942.9,769639.98,7.63,1.26,0.43,10.3,0.099,7.0,0.196,67.5,0.01,0.0006,0.18,0.003
4007,4007,610656,610587,467512.25,741047.23,4.05,2.16,0.24,16.0,0.044,1.26,0.076,19.25,0.06,0.0001,0.595,0.0005
4008,4008,610657,610588,476903.28,747322.8,3.17,1.185,0.06,9.4,0.042,3.19,0.054,8.43,0.005,0.0001,0.604,0.0005
4009,4009,610658,610589,481212.42,770500.78,2.99,0.122,0.32,10.2,0.024,1.59,0.091,16.8,0.005,0.0005,0.026,0.001
4010,4010,610659,610590,488288.89,755124.04,3.53,0.194,0.35,28.6,0.057,1.9,0.121,26.7,0.11,0.0007,0.036,0.001
4011,4011,610661,610591,477319.19,748528.54,2.91,1.275,0.03,13.4,0.04,2.4,0.059,11.1,0.005,0.0001,0.769,0.0005
4012,4012,610662,610592,473633.97,744623.41,10.55,0.835,0.22,9.1,0.049,0.81,0.08,6.19,0.13,0.0001,0.321,0.001
4013,4013,610663,610594,466791.41,743426.73,1.82,0.339,0.3,6.1,0.018,1.43,0.065,7.9,0.03,0.0001,0.017,0.001
4014,4014,610664,610596,472374.25,754499.29,4.24,1.52,0.62,16.5,0.036,3.52,0.282,32.2,0.01,0.0001,0.061,0.001
4015,4015,610665,610597,472959.12,750787.09,2.0,0.22,0.26,26.9,0.043,0.81,0.099,8.82,0.01,0.0002,0.037,0.001
4016,4016,610666,610598,487189.11,749225.32,1.73,0.381,0.04,8.7,0.014,0.61,0.01,4.48,0.01,0.0002,0.409,0.001
4017,4017,610667,610599,470448.64,749399.41,2.41,0.35,0.37,5.5,0.018,2.39,0.076,12.15,0.1,0.0003,0.01,0.0005
4018,4018,610668,610600,478804.87,744413.42,3.56,1.325,0.24,7.2,0.031,2.16,0.093,13.8,0.06,0.0004,0.314,0.001
4019,4019,610669,610601,471573.41,753641.49,1.9,1.545,0.31,4.7,0.082,2.42,0.196,15.6,0.1,0.001,0.753,0.001
4020,4020,610671,610602,482356.18,768525.2,16.1,3.66,0.2,79.5,0.199,133.0,0.28,39.1,0.17,0.0011,3.15,0.005
4021,4021,610672,610604,476501.36,742432.86,1.26,0.284,0.35,7.6,0.015,1.3,0.062,6.47,0.15,0.0006,0.072,0.003
4022,4022,610674,610605,468479.05,741527.12,5.25,0.291,0.36,6.7,0.031,1.32,0.08,7.84,0.07,0.0002,0.303,0.0005
4023,4023,610675,610606,471158.49,745674.21,3.88,0.918,0.24,5.0,0.036,1.17,0.101,10.5,0.07,0.0001,0.227,0.001
4024,4024,610676,610607,468718.01,752570.74,1.92,0.057,0.41,7.5,0.012,0.88,0.058,9.32,0.05,0.0001,0.013,0.001
4025,4025,610677,610608,471246.47,743003.78,2.87,2.15,0.31,13.0,0.032,1.27,0.106,11.45,0.22,0.0004,0.079,0.0005
4026,4026,610678,610609,472326.25,746618.99,4.18,1.515,0.15,9.5,0.029,1.23,0.052,7.19,0.17,0.0003,0.302,0.003
4027,4027,610680,610610,483248.98,764884.98,1.98,0.646,0.02,2.8,0.015,0.15,0.012,6.08,0.03,0.0001,0.221,0.0005
4028,4028,610681,610611,481680.32,769065.09,14.8,4.22,0.05,46.2,0.031,5.52,0.053,19.75,0.04,0.0001,0.584,0.0005
4029,4029,610682,610612,471654.38,741188.17,4.64,1.79,0.12,7.4,0.063,1.47,0.053,8.03,0.09,0.0003,1.11,0.0005
4030,4030,610683,610613,478685.9,746285.01,10.8,2.79,0.15,31.5,0.062,53.9,0.12,31.4,0.1,0.0006,1.325,0.0005
4031,4031,610684,610614,468712.01,747435.85,2.14,0.071,0.46,11.4,0.01,1.31,0.073,9.66,0.05,0.0002,0.031,0.002
4032,4032,610686,610615,473662.01,769548.04,1.28,0.775,0.18,15.0,0.004,5.73,0.007,2.09,0.02,0.0004,0.098,0.0005
4033,4033,610687,610616,484385.71,754365.23,2.45,0.139,0.33,11.3,0.021,0.93,0.073,17.2,0.04,0.0003,0.028,0.001
4034,4034,610688,610617,485126.54,746746.87,2.12,0.09,0.36,33.7,0.017,0.7,0.057,9.83,0.06,0.0003,0.03,0.001
4035,4035,610689,610618,474800.77,770958.73,15.4,3.33,0.05,54.5,0.038,6.72,0.042,11.25,0.17,0.0008,0.452,0.001
4036,4036,610690,610619,473674.98,757124.72,2.38,0.111,0.24,21.5,0.065,0.98,0.117,9.24,0.12,0.0007,0.015,0.0005
4037,4037,610691,610620,476884.33,768969.14,4.5,2.34,0.02,26.3,0.016,1.88,0.031,10.5,0.06,0.0008,0.353,0.0005
4038,4038,610692,610621,476395.38,741692.02,1.76,0.214,0.36,5.1,0.015,0.71,0.048,6.51,0.17,0.0001,0.019,0.0005
4039,4039,610694,610622,481677.31,766371.67,3.19,1.285,0.03,11.0,0.023,0.6,0.039,13.7,0.04,0.0003,0.456,0.001
4040,4040,610695,610623,476977.3,767020.56,1.49,0.205,0.17,2.5,0.035,1.18,0.099,6.31,0.08,0.0001,0.205,0.001
4041,4041,610696,610625,483203.96,755185.07,0.99,0.597,0.08,4.1,0.014,0.89,0.032,5.9,0.14,0.0004,0.627,0.002
4042,4042,610697,610626,468977.95,748583.6,1.76,0.129,0.45,6.2,0.016,2.94,0.089,13.55,0.11,0.0003,0.022,0.002
4043,4043,610698,610627,479002.89,770424.81,2.03,0.04,0.51,15.5,0.015,0.92,0.06,11.6,0.07,0.0001,0.026,0.003
4044,4044,610699,610628,486299.29,746788.85,3.04,0.499,0.31,5.7,0.06,1.28,0.049,8.42,0.01,0.0001,0.29,0.001
4045,4045,610700,610629,477090.29,771060.69,2.82,0.162,0.6,10.1,0.013,4.09,0.079,8.32,0.005,0.0002,0.016,0.002
4046,4046,610701,610630,484308.69,730830.29,9.28,0.982,0.21,6.7,0.15,1.51,0.137,36.5,0.04,0.0006,1.86,0.0005
4047,4047,610702,610631,486105.31,733019.81,28.1,0.585,0.12,10.5,0.073,10.05,0.129,20.9,0.1,0.0005,1.02,0.0005
4048,4048,610703,610632,486783.2,750414.07,2.4,0.273,0.27,17.8,0.043,0.91,0.094,9.41,0.05,0.0003,0.32,0.0005
4049,4049,610704,610634,484941.63,769530.97,23.2,3.25,0.06,52.1,0.037,5.87,0.049,19.2,0.03,0.002,0.559,0.001
4050,4050,610705,610635,482875.99,732963.84,2.96,5.09,0.2,8.1,0.052,1.53,0.135,21.7,0.06,0.0004,0.982,0.001
4051,4051,610706,610636,487331.1,760825.82,13.65,1.69,0.05,39.1,0.031,4.89,0.087,22.6,0.03,0.0003,0.621,0.001
4052,4052,610707,610637,486731.26,771595.51,4.86,0.241,0.34,7.1,0.028,2.31,0.103,17.5,0.03,0.0009,0.061,0.0005
4053,4053,610708,610638,482696.07,753364.46,1.82,0.121,0.12,3.1,0.026,0.44,0.081,6.18,0.04,0.0005,0.195,0.0005
4054,4054,610709,610639,479670.7,750740.05,2.07,0.092,0.18,14.0,0.048,1.26,0.114,16.6,0.07,0.0004,0.032,0.0005
4055,4055,610710,610640,482554.14,770403.79,2.69,2.76,0.13,13.8,0.044,56.3,0.133,18.15,0.07,0.0004,0.835,0.001
4056,4056,610711,610641,489693.57,745712.05,1.8,0.332,0.1,6.4,0.062,0.51,0.039,6.65,0.01,0.0003,0.512,0.0005
4057,4057,610712,610642,484812.65,767238.46,3.98,2.24,0.04,13.6,0.046,1.8,0.05,10.8,0.03,0.0001,0.533,0.0005
4058,4058,610713,610644,484496.71,765144.91,2.97,0.644,0.03,7.6,0.024,0.5,0.098,7.38,0.01,0.0003,0.363,0.0005
4059,4059,610714,610645,480417.57,762642.48,8.02,3.43,0.08,42.3,0.059,7.17,0.134,23.5,0.07,0.0002,1.355,0.0005
4060,4060,610715,610646,482821.04,750689.04,1.86,0.118,0.12,5.6,0.042,0.68,0.07,9.57,0.04,0.0001,1.39,0.0005
4061,4061,610717,610647,483303.89,721434.32,10.95,0.907,0.13,14.1,0.062,8.41,0.06,13.8,0.31,0.0004,1.185,0.001
4062,4062,610719,610648,488650.75,721737.21,48.7,1.18,0.41,17.8,0.157,13.45,0.162,16.5,0.1,0.0011,1.52,0.0005
4063,4063,610720,610649,482736.08,760884.84,2.74,0.19,0.21,20.7,0.024,1.91,0.084,11.95,0.05,0.0008,0.472,0.0005
4064,4064,610721,610650,480872.46,758700.33,3.33,0.056,0.42,46.4,0.012,0.67,0.06,6.92,0.02,0.0005,0.015,0.001
4065,4065,610723,610651,477026.27,757684.57,1.76,1.245,0.11,6.4,0.054,7.0,0.106,14.65,0.03,0.0003,0.612,0.0005
4066,4066,610724,610652,483284.9,724937.56,0.53,0.081,0.28,3.2,0.007,1.16,0.011,1.99,0.01,0.0003,0.107,0.008
4067,4067,610725,610653,479244.81,761659.7,8.32,2.64,0.17,31.6,0.094,3.87,0.217,29.5,0.08,0.0006,3.14,0.002
4068,4068,610727,610654,515723.11,773440.94,16.9,2.45,0.02,62.2,0.088,8.97,0.041,17.35,0.03,0.0011,0.755,0.0005
4069,4069,610728,610655,477680.14,761586.73,8.18,2.03,0.12,8.4,0.055,2.7,0.106,15.5,0.05,0.0003,0.666,0.0005
4070,4070,610729,610656,484964.63,770419.78,17.5,3.88,0.06,73.6,0.034,2.4,0.045,11.4,0.04,0.0025,0.331,0.001
